file,sentence,density,emo_total,word_total,breakdown,evidence
song_088.txt,"Just stop your crying
It's a sign of the times
Welcome to the final show
Hope you're wearing your best clothes
You can't bribe the door on your way to the sky
You look pretty good down here",0.073171,3,41,{'CONTRACTION': 3},"{'CONTRACTION': [""'s"", ""'re"", ""n't""]}"
song_088.txt,"But you ain't really good

If we never learn we been here before
Why are we always stuck and running from
The bullets
The bullets
We never learn we been here before
Why are we always stuck and running from
The bullets
The bullets

Just stop your crying",0.020408,1,49,{'CONTRACTION': 1},"{'CONTRACTION': [""n't""]}"
song_088.txt,"It's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying
It will be alright
They told me that the end is near
We gotta get away from here

Just stop crying
Have the time of your life
Breaking through the atmosphere",0.017544,1,57,{'CONTRACTION': 1},"{'CONTRACTION': [""'s""]}"
song_088.txt,"And things are pretty good from here
Remember everything will be alright
We can meet again somewhere
Somewhere far away from here

If we never learn we been here before
Why are we always stuck and running from
The bullets
The bullets
We never learn we been here before
Why are we always stuck and running from
The bullets
The bullets

Just stop your crying",0.000000,0,65,{},{}
song_088.txt,"It's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying",0.040000,1,25,{'CONTRACTION': 1},"{'CONTRACTION': [""'s""]}"
song_088.txt,Baby,0.000000,0,1,{},{}
song_088.txt,"it will be alright
They told me that the end is near
We gotta get away from here

If we never learn we been here before
Why are we always stuck and running from
The bullets
The bullets
We never learn we been here before
Why are we always stuck and running from
The bullets
The bullets

We don't talk enough
We should open up
Before it's all too much
Will we ever learn
We've been here before
It's just what we know

Stop your crying baby",0.043478,4,92,{'CONTRACTION': 4},"{'CONTRACTION': [""n't"", ""'s"", ""'ve"", ""'s""]}"
song_088.txt,"It's a sign of the times
We gotta get away
We got to get away
We got to get away
We got to get away
We got to get away
We got to we got to
We got to we got to
We got to we got to",0.020000,1,50,{'CONTRACTION': 1},"{'CONTRACTION': [""'s""]}"
song_089.txt,"They say oh my God I see the way you shine
Take your hand, my dear, and place them both in mine
You know you stopped me dead while I was passing by",0.030303,1,33,{'INTJ': 1},{'INTJ': ['oh']}
song_089.txt,And now I beg to see you dance just one more time,0.000000,0,12,{},{}
song_089.txt,"Ooh I see you, see you, see you every time",0.100000,1,10,{'INTJ': 1},{'INTJ': ['Ooh']}
song_089.txt,"And oh my I, I, I like your style
You, you make me, make me, make me wanna cry",0.105263,2,19,"{'INTJ': 1, 'SLANG': 1}","{'INTJ': ['oh'], 'SLANG': ['wanna']}"
song_089.txt,"And now I beg to see you dance just one more time
So they say
Dance for me, dance for me, dance for me, oh, oh,",0.076923,2,26,{'INTJ': 2},"{'INTJ': ['oh', 'oh']}"
song_089.txt,"oh
I've never seen anybody do the things you do before
They say move for me, move for me, move for me, ay, ay, ay",0.076923,2,26,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['oh'], 'CONTRACTION': [""'ve""]}"
song_089.txt,And when you're done I'll make you do it all again,0.153846,2,13,{'CONTRACTION': 2},"{'CONTRACTION': [""'re"", ""'ll""]}"
song_089.txt,"I said oh my God I see you walking by
Take my hands, my dear, and look me in my eyes
Just like a monkey I've been dancing my whole life",0.062500,2,32,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['oh'], 'CONTRACTION': [""'ve""]}"
song_089.txt,But you just beg to see me dance just one more time,0.000000,0,12,{},{}
song_089.txt,"Ooh I see you, see you, see you every time",0.100000,1,10,{'INTJ': 1},{'INTJ': ['Ooh']}
song_089.txt,"And oh my I, I like your style
You, you make me, make me, make me wanna cry",0.111111,2,18,"{'INTJ': 1, 'SLANG': 1}","{'INTJ': ['oh'], 'SLANG': ['wanna']}"
song_089.txt,"And now I beg to see you dance just one more time
So they say
Dance for me, dance for me, dance for me, oh, oh,",0.076923,2,26,{'INTJ': 2},"{'INTJ': ['oh', 'oh']}"
song_089.txt,"oh
I've never seen anybody do the things you do before
They say move for me, move for me, move for me, ay, ay, ay",0.076923,2,26,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['oh'], 'CONTRACTION': [""'ve""]}"
song_089.txt,"And when you're done I'll make you do it all again
They say
Dance for me, dance for me, dance for me, oh, oh, oh, oh, oh, oh,",0.266667,8,30,"{'CONTRACTION': 2, 'INTJ': 6}","{'CONTRACTION': [""'re"", ""'ll""], 'INTJ': ['oh', 'oh', 'oh', 'oh', 'oh', 'oh']}"
song_089.txt,"oh
I've never seen anybody do the things you do before
They say move for me, move for me, move for me, ay, ay, ay",0.076923,2,26,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['oh'], 'CONTRACTION': [""'ve""]}"
song_089.txt,"And when you're done I'll make you do it all again
Ooh
Woah-oh, woah-oh, oh
Ooh
Ah ah, ah
They say
Dance for me, dance for me, dance for me, oh, oh,",0.333333,12,36,"{'CONTRACTION': 2, 'INTJ': 10}","{'CONTRACTION': [""'re"", ""'ll""], 'INTJ': ['Ooh', 'oh', 'oh', 'oh', 'Ooh', 'Ah', 'ah', 'ah', 'oh', 'oh']}"
song_089.txt,"oh
I've never seen anybody do the things you do before
They say move for me, move for me, move for me, ay, ay, ay",0.076923,2,26,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['oh'], 'CONTRACTION': [""'ve""]}"
song_089.txt,"And when you're done I'll make you do it all again
They say
Dance for me, dance for me, dance for me, oh, oh, oh, oh, oh, oh,",0.266667,8,30,"{'CONTRACTION': 2, 'INTJ': 6}","{'CONTRACTION': [""'re"", ""'ll""], 'INTJ': ['oh', 'oh', 'oh', 'oh', 'oh', 'oh']}"
song_089.txt,"oh
I've never seen anybody do the things you do before
They say move for me, move for me, move for me, ay, ay, ay",0.076923,2,26,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['oh'], 'CONTRACTION': [""'ve""]}"
song_089.txt,"And when you're done I'll make you do it all again
All again",0.133333,2,15,{'CONTRACTION': 2},"{'CONTRACTION': [""'re"", ""'ll""]}"
song_062.txt,"I'm going under and this time I fear there's no one to save me

This all or nothing really got a way of driving me crazy

I need somebody to heal

Somebody to know

Somebody to have

Somebody to hold

It's easy to say",0.063830,3,47,{'CONTRACTION': 3},"{'CONTRACTION': [""'m"", ""'s"", ""'s""]}"
song_062.txt,"But it's never the same

I guess I kinda liked the way you numbed all the pain

Now the day bleeds

Into nightfall",0.083333,2,24,"{'CONTRACTION': 1, 'SLANG': 1}","{'CONTRACTION': [""'s""], 'SLANG': ['kinda']}"
song_062.txt,"And you're not here

To get me through it all

I let my guard down",0.062500,1,16,{'CONTRACTION': 1},"{'CONTRACTION': [""'re""]}"
song_062.txt,"And then you pulled the rug

I was getting kinda used to being someone you loved

I'm going under and this time I fear there's no one to turn to

This all or nothing way of loving got me sleeping without you",0.068182,3,44,"{'SLANG': 1, 'CONTRACTION': 2}","{'SLANG': ['kinda'], 'CONTRACTION': [""'m"", ""'s""]}"
song_062.txt,"Now, I need somebody to know

Somebody to heal

Somebody to have

Just to know how it feels

It's easy to say but it's never the same",0.068966,2,29,{'CONTRACTION': 2},"{'CONTRACTION': [""'s"", ""'s""]}"
song_062.txt,"I guess I kinda liked the way you helped me escape

Now the day bleeds

Into nightfall",0.058824,1,17,{'SLANG': 1},{'SLANG': ['kinda']}
song_062.txt,"And you're not here

To get me through it all

I let my guard down",0.062500,1,16,{'CONTRACTION': 1},"{'CONTRACTION': [""'re""]}"
song_062.txt,"And then you pulled the rug

I was getting kinda used to being someone you loved

And I tend to close my eyes when it hurts sometimes

I fall into your arms

I'll be safe in your sound til I come back around

For now the day bleeds

Into nightfall",0.039216,2,51,"{'SLANG': 1, 'CONTRACTION': 1}","{'SLANG': ['kinda'], 'CONTRACTION': [""'ll""]}"
song_062.txt,"And you're not here

To get me through it all

I let my guard down",0.062500,1,16,{'CONTRACTION': 1},"{'CONTRACTION': [""'re""]}"
song_062.txt,"And then you pulled the rug

I was getting kinda used to being someone you loved",0.062500,1,16,{'SLANG': 1},{'SLANG': ['kinda']}
song_062.txt,"But now the day bleeds

Into nightfall",0.000000,0,7,{},{}
song_062.txt,"And you're not here

To get me through it all

I let my guard down",0.062500,1,16,{'CONTRACTION': 1},"{'CONTRACTION': [""'re""]}"
song_062.txt,"And then you pulled the rug

I was getting kinda used to being someone you loved

I let my guard down",0.047619,1,21,{'SLANG': 1},{'SLANG': ['kinda']}
song_062.txt,"And then you pulled the rug

I was getting kinda used to being someone you loved",0.062500,1,16,{'SLANG': 1},{'SLANG': ['kinda']}
song_076.txt,Payback is a bad bitch And baby,0.000000,0,7,{},{}
song_076.txt,I'm the baddest I'm the baddest I'm the baddest,0.250000,3,12,{'CONTRACTION': 3},"{'CONTRACTION': [""'m"", ""'m"", ""'m""]}"
song_076.txt,Now I'm out here looking like revenge Feelin' like a ten the best I've ever been,0.111111,2,18,{'CONTRACTION': 2},"{'CONTRACTION': [""'m"", ""'ve""]}"
song_076.txt,And yeah,0.500000,1,2,{'INTJ': 1},{'INTJ': ['yeah']}
song_076.txt,I know how bad it must hurt To see me like this,0.000000,0,12,{},{}
song_076.txt,but it gets worse wait a minute,0.000000,0,7,{},{}
song_076.txt,Now you're out here looking like regret Ain't too proud to beg second chance you'll never get,0.150000,3,20,{'CONTRACTION': 3},"{'CONTRACTION': [""'re"", ""n't"", ""'ll""]}"
song_076.txt,And yeah I know how bad it must hurt to see me like this,0.071429,1,14,{'INTJ': 1},{'INTJ': ['yeah']}
song_076.txt,But it gets worse wait a minute Now payback is a bad bitch,0.000000,0,13,{},{}
song_076.txt,And baby,0.000000,0,2,{},{}
song_076.txt,I'm the baddest You fuckin' with a savage Can't have this can't have this ahhh,0.222222,4,18,"{'CONTRACTION': 3, 'SLANG': 1}","{'CONTRACTION': [""'m"", ""n't"", ""n't""], 'SLANG': ['fuckin']}"
song_076.txt,And it'd be nice of me to take it easy on ya,0.153846,2,13,"{'CONTRACTION': 1, 'SLANG': 1}","{'CONTRACTION': [""'d""], 'SLANG': ['ya']}"
song_076.txt,but nahhh,0.000000,0,2,{},{}
song_076.txt,Baby I'm sorry I'm not sorry,0.500000,4,8,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Baby I'm sorry I'm not sorry,0.500000,4,8,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Being so bad got me feelin' so good Showing you up like I knew that I would,0.000000,0,17,{},{}
song_076.txt,Baby,0.000000,0,1,{},{}
song_076.txt,I'm sorry I'm not sorry,0.571429,4,7,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Baby I'm sorry I'm not sorry Feeling inspired 'cause the tables have turned,0.266667,4,15,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Yeah I'm on fire,0.400000,2,5,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['Yeah'], 'CONTRACTION': [""'m""]}"
song_076.txt,and I know that it burns Baby fineness is the way to kill Tell me how it feel bet it's such a bitter pill,0.040000,1,25,{'CONTRACTION': 1},"{'CONTRACTION': [""'s""]}"
song_076.txt,And,0.000000,0,1,{},{}
song_076.txt,yeah,1.000000,1,1,{'INTJ': 1},{'INTJ': ['yeah']}
song_076.txt,I know you thought you had,0.000000,0,6,{},{}
song_076.txt,bigger better things Bet right now this stings wait a minute 'Cause the grass is greener under me Bright as Technicolor I can tell that you can see,0.000000,0,28,{},{}
song_076.txt,And yeah I know how bad it must hurt to see me like this,0.071429,1,14,{'INTJ': 1},{'INTJ': ['yeah']}
song_076.txt,But it gets worse wait a minute Now payback is a bad bitch,0.000000,0,13,{},{}
song_076.txt,And baby,0.000000,0,2,{},{}
song_076.txt,I'm the baddest You fuckin' with a savage Can't have this can't have this ahhh,0.222222,4,18,"{'CONTRACTION': 3, 'SLANG': 1}","{'CONTRACTION': [""'m"", ""n't"", ""n't""], 'SLANG': ['fuckin']}"
song_076.txt,And it'd be nice of me to take it easy on ya,0.153846,2,13,"{'CONTRACTION': 1, 'SLANG': 1}","{'CONTRACTION': [""'d""], 'SLANG': ['ya']}"
song_076.txt,but nahhh,0.000000,0,2,{},{}
song_076.txt,Baby I'm sorry I'm not sorry,0.500000,4,8,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Baby I'm sorry I'm not sorry,0.500000,4,8,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Being so bad got me feelin' so good Showing you up like I knew that I would,0.000000,0,17,{},{}
song_076.txt,Baby,0.000000,0,1,{},{}
song_076.txt,I'm sorry I'm not sorry,0.571429,4,7,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Baby I'm sorry I'm not sorry Feeling inspired 'cause the tables have turned,0.266667,4,15,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Yeah I'm on fire,0.400000,2,5,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['Yeah'], 'CONTRACTION': [""'m""]}"
song_076.txt,and I know that it burns Talk that talk baby,0.000000,0,10,{},{}
song_076.txt,Better walk better walk that walk baby If you talk if you talk that talk baby,0.000000,0,16,{},{}
song_076.txt,Better walk better walk that walk baby,0.000000,0,7,{},{}
song_076.txt,Oh yeah talk that talk baby,0.333333,2,6,{'INTJ': 2},"{'INTJ': ['Oh', 'yeah']}"
song_076.txt,Better walk better walk that walk baby If you talk if you talk that talk baby,0.000000,0,16,{},{}
song_076.txt,Better walk better walk that walk baby,0.000000,0,7,{},{}
song_076.txt,Baby I'm sorry I'm not sorry,0.500000,4,8,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Baby I'm sorry I'm not sorry,0.500000,4,8,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Being so bad got me feelin' so good Showing you up like I knew that I would,0.000000,0,17,{},{}
song_076.txt,Baby,0.000000,0,1,{},{}
song_076.txt,I'm sorry I'm not sorry,0.571429,4,7,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Baby I'm sorry I'm not sorry Feeling inspired 'cause the tables have turned,0.266667,4,15,"{'CONTRACTION': 2, 'INTJ': 2}","{'CONTRACTION': [""'m"", ""'m""], 'INTJ': ['sorry', 'sorry']}"
song_076.txt,Yeah I'm on fire,0.400000,2,5,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['Yeah'], 'CONTRACTION': [""'m""]}"
song_076.txt,and I know that it burns Payback is a bad bitch,0.000000,0,11,{},{}
song_076.txt,And baby,0.000000,0,2,{},{}
song_076.txt,I'm the baddest I'm the baddest I'm the baddest 접기,0.230769,3,13,{'CONTRACTION': 3},"{'CONTRACTION': [""'m"", ""'m"", ""'m""]}"
song_100.txt,"You say you got a girl
Know you want me
How you want me when you got a girl?",0.000000,0,19,{},{}
song_100.txt,"The feelin' is wreckless
Of knowin' it's selfish
Knowin' I'm desperate
Gettin' all in your love
Fallin' all over love like
Do it to last last
Hanging out the back all up in your lap",0.054054,2,37,{'CONTRACTION': 2},"{'CONTRACTION': [""'s"", ""'m""]}"
song_100.txt,Like is you comin' home?,0.000000,0,5,{},{}
song_100.txt,Is you out with her?,0.000000,0,5,{},{}
song_100.txt,"I don't care long as you're here by 10:30
No later than drop them drawers
Give me what I want

My man is my man is your man
Heard it's her man too
My man is my man is your man
Heard that's her man
Tuesday and Wednesday Thursday and Friday",0.072727,4,55,{'CONTRACTION': 4},"{'CONTRACTION': [""n't"", ""'re"", ""'s"", ""'s""]}"
song_100.txt,"I just keep him satisfied through the weekend
You're like 9 to 5",0.071429,1,14,{'CONTRACTION': 1},"{'CONTRACTION': [""'re""]}"
song_100.txt,"I'm the weekend
Make him lose his mind every weekend
You take Wednesday Thursday",0.066667,1,15,{'CONTRACTION': 1},"{'CONTRACTION': [""'m""]}"
song_100.txt,"Then just send him my way
Think I got it covered for the weekend",0.000000,0,14,{},{}
song_100.txt,I gotta say I'm in the mood for a little bit more of that,0.062500,1,16,{'CONTRACTION': 1},"{'CONTRACTION': [""'m""]}"
song_100.txt,"I mean I'm saying what kind of deal is two days?
I need me at least 'bout four of them
More of them more of you on me
On us just tell me you want me",0.027027,1,37,{'CONTRACTION': 1},"{'CONTRACTION': [""'m""]}"
song_100.txt,yeah,1.000000,1,1,{'INTJ': 1},{'INTJ': ['yeah']}
song_100.txt,Monday,0.000000,0,1,{},{}
song_100.txt,"and I'll be at your door
Ready to take her place
Ready to give you
What you've been missin' on weekdays
What you've been waitin' for
10:30 no later than
Drop them drawers I know what you want

My man is my man is your man
Heard it's her man too
My man is my man is",0.065574,4,61,{'CONTRACTION': 4},"{'CONTRACTION': [""'ll"", ""'ve"", ""'ve"", ""'s""]}"
song_100.txt,"your man
Heard that's her man
Tuesday and Wednesday Thursday and Friday",0.076923,1,13,{'CONTRACTION': 1},"{'CONTRACTION': [""'s""]}"
song_100.txt,"I just keep him satisfied through the weekend
You're like 9 to 5",0.071429,1,14,{'CONTRACTION': 1},"{'CONTRACTION': [""'re""]}"
song_100.txt,"I'm the weekend
Make him lose his mind every weekend
You take Wednesday Thursday",0.066667,1,15,{'CONTRACTION': 1},"{'CONTRACTION': [""'m""]}"
song_100.txt,"Then just send him my way
Think I got it covered for the weekend

Ayyy
Bright ideas",0.000000,0,17,{},{}
song_100.txt,"We got bright ideas
Ayyy
Bright ideas
We got bright ideas
Ayyy
Bright ideas
We got bright ideas",0.000000,0,18,{},{}
song_048.txt,Can't we just talk?,0.200000,1,5,{'CONTRACTION': 1},"{'CONTRACTION': [""n't""]}"
song_048.txt,Can't we just talk?,0.200000,1,5,{'CONTRACTION': 1},"{'CONTRACTION': [""n't""]}"
song_048.txt,"Talk about where we're goin'
Before we get lost, let me out first
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can't we just talk?",0.119048,5,42,{'CONTRACTION': 5},"{'CONTRACTION': [""'re"", ""n't"", ""'ve"", ""'m"", ""n't""]}"
song_048.txt,Can't we just talk?,0.200000,1,5,{'CONTRACTION': 1},"{'CONTRACTION': [""n't""]}"
song_048.txt,Figure out where we're goin',0.166667,1,6,{'CONTRACTION': 1},"{'CONTRACTION': [""'re""]}"
song_048.txt,"Yeah, started off right
I can see it in your eyes
I can tell that you're wantin' more
What's been on your mind?",0.120000,3,25,"{'INTJ': 1, 'CONTRACTION': 2}","{'INTJ': ['Yeah'], 'CONTRACTION': [""'re"", ""'s""]}"
song_048.txt,"There's no reason we should hide
Tell me somethin' I ain't heard before",0.133333,2,15,{'CONTRACTION': 2},"{'CONTRACTION': [""'s"", ""n't""]}"
song_048.txt,"Oh, I've been dreamin' 'bout it",0.285714,2,7,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['Oh'], 'CONTRACTION': [""'ve""]}"
song_048.txt,"And it's you I'm on
So stop thinkin' 'bout it

Can't we just talk?",0.176471,3,17,{'CONTRACTION': 3},"{'CONTRACTION': [""'s"", ""'m"", ""n't""]}"
song_048.txt,Can't we just talk?,0.200000,1,5,{'CONTRACTION': 1},"{'CONTRACTION': [""n't""]}"
song_048.txt,"Talk about where we're goin'
Before we get lost, let me out first (Yeah)
Can't get what we want without knowin' (No)
I've never felt like this before
I apologize if I'm movin' too far
Can't we just talk?",0.136364,6,44,"{'CONTRACTION': 5, 'INTJ': 1}","{'CONTRACTION': [""'re"", ""n't"", ""'ve"", ""'m"", ""n't""], 'INTJ': ['Yeah']}"
song_048.txt,Can't we just talk?,0.200000,1,5,{'CONTRACTION': 1},"{'CONTRACTION': [""n't""]}"
song_048.txt,"Figure out where we're goin'

Oh, nah
Penthouse view, left some flowers in the room
I'll make sure I leave the door unlocked",0.120000,3,25,"{'CONTRACTION': 2, 'INTJ': 1}","{'CONTRACTION': [""'re"", ""'ll""], 'INTJ': ['Oh']}"
song_048.txt,"Now I'm on the way, swear I won't be late
I'll be there by five o'clock",0.157895,3,19,{'CONTRACTION': 3},"{'CONTRACTION': [""'m"", ""n't"", ""'ll""]}"
song_048.txt,"Oh, you've been dreamin' 'bout it",0.285714,2,7,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['Oh'], 'CONTRACTION': [""'ve""]}"
song_048.txt,"And I'm what you want
So stop thinkin' 'bout it

Can't we just talk?",0.125000,2,16,{'CONTRACTION': 2},"{'CONTRACTION': [""'m"", ""n't""]}"
song_048.txt,(Oh) Can't we just talk?,0.333333,2,6,"{'INTJ': 1, 'CONTRACTION': 1}","{'INTJ': ['Oh'], 'CONTRACTION': [""n't""]}"
song_048.txt,"Talk about where we're goin'
Before we get lost, let me out first
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can't we just talk?",0.119048,5,42,{'CONTRACTION': 5},"{'CONTRACTION': [""'re"", ""n't"", ""'ve"", ""'m"", ""n't""]}"
song_048.txt,Can't we just talk?,0.200000,1,5,{'CONTRACTION': 1},"{'CONTRACTION': [""n't""]}"
song_048.txt,Figure out,0.000000,0,2,{},{}
